name,dim,exec_time_nanos,first_found_time_nanos,solutions,entries
LatinSquareFC,130,15868,15868,0,1
LatinSquareFC,131,15130,15130,0,1
LatinSquareFC,132,16865,16865,0,1
LatinSquareFC,133,17334,17334,0,1
LatinSquareFC,134,16616,16616,0,1
LatinSquareFC,135,16084,16084,0,1
LatinSquareFC,136,16384,16384,0,1
LatinSquareFC,137,16809,16809,0,1
LatinSquareFC,138,16081,16081,0,1
LatinSquareFC,139,16174,16174,0,1
LatinSquareFC,140,17645,17645,0,1
LatinSquareFC,141,16832,16832,0,1
LatinSquareFC,142,20599,20599,0,1
LatinSquareFC,143,16946,16946,0,1
LatinSquareFC,144,18708,18708,0,1
LatinSquareFC,145,15626,15626,0,1
LatinSquareFC,146,17042,17042,0,1
LatinSquareFC,147,27715,27715,0,1
LatinSquareFC,148,16874,16874,0,1
LatinSquareFC,149,16874,16874,0,1
LatinSquareFC,150,17763,17763,0,1
LatinSquareFC,151,18983,18983,0,1
LatinSquareFC,152,19942,19942,0,1
LatinSquareFC,153,20673,20673,0,1
LatinSquareFC,154,18472,18472,0,1
LatinSquareFC,155,20505,20505,0,1
LatinSquareFC,156,20190,20190,0,1
LatinSquareFC,157,20221,20221,0,1
LatinSquareFC,158,21367,21367,0,1
LatinSquareFC,159,20777,20777,0,1
LatinSquareFC,160,18203,18203,0,1
LatinSquareFC,161,20383,20383,0,1
LatinSquareFC,162,18917,18917,0,1
LatinSquareFC,163,19682,19682,0,1
LatinSquareFC,164,20062,20062,0,1
LatinSquareFC,165,18521,18521,0,1
LatinSquareFC,166,19544,19544,0,1
LatinSquareFC,167,20114,20114,0,1
LatinSquareFC,168,19965,19965,0,1
LatinSquareFC,169,19761,19761,0,1
LatinSquareFC,170,19719,19719,0,1
LatinSquareFC,171,23300,23300,0,1
LatinSquareFC,172,20436,20436,0,1
LatinSquareFC,173,21465,21465,0,1
LatinSquareFC,174,22177,22177,0,1
LatinSquareFC,175,21722,21722,0,1
LatinSquareFC,176,31691,31691,0,1
LatinSquareFC,177,22132,22132,0,1
LatinSquareFC,178,20348,20348,0,1
LatinSquareFC,179,23435,23435,0,1
LatinSquareFC,180,20657,20657,0,1
LatinSquareFC,181,23516,23516,0,1
LatinSquareFC,182,24175,24175,0,1
LatinSquareFC,183,20584,20584,0,1
LatinSquareFC,184,20708,20708,0,1
LatinSquareFC,185,21234,21234,0,1
LatinSquareFC,186,22581,22581,0,1
LatinSquareFC,187,22927,22927,0,1
LatinSquareFC,188,22646,22646,0,1
LatinSquareFC,189,23766,23766,0,1
LatinSquareFC,190,22654,22654,0,1
LatinSquareFC,191,26692,26692,0,1
LatinSquareFC,192,22932,22932,0,1
LatinSquareFC,193,24117,24117,0,1
LatinSquareFC,194,25879,25879,0,1
LatinSquareFC,195,28092,28092,0,1
LatinSquareFC,196,25769,25769,0,1
LatinSquareFC,197,27692,27692,0,1
LatinSquareFC,198,26548,26548,0,1
LatinSquareFC,199,27906,27906,0,1
LatinSquareFC,200,25347,25347,0,1
LatinSquareFC,201,28301,28301,0,1
LatinSquareFC,202,25775,25775,0,1
LatinSquareFC,203,29685,29685,0,1
LatinSquareFC,204,28227,28227,0,1
LatinSquareFC,205,24464,24464,0,1
LatinSquareFC,206,26210,26210,0,1
LatinSquareFC,207,26674,26674,0,1
LatinSquareFC,208,27511,27511,0,1
LatinSquareFC,209,22483,22483,0,1
LatinSquareFC,210,25450,25450,0,1
LatinSquareFC,211,26259,26259,0,1
LatinSquareFC,212,37292,37292,0,1
LatinSquareFC,213,26365,26365,0,1
LatinSquareFC,214,26850,26850,0,1
LatinSquareFC,215,25767,25767,0,1
LatinSquareFC,216,26178,26178,0,1
LatinSquareFC,217,42640,42640,0,1
LatinSquareFC,218,25320,25320,0,1
LatinSquareFC,219,27358,27358,0,1
LatinSquareFC,220,26764,26764,0,1
LatinSquareFC,221,27517,27517,0,1
LatinSquareFC,222,28967,28967,0,1
LatinSquareFC,223,28427,28427,0,1
LatinSquareFC,224,27335,27335,0,1
LatinSquareFC,225,27824,27824,0,1
LatinSquareFC,226,27144,27144,0,1
LatinSquareFC,227,27874,27874,0,1
LatinSquareFC,228,30032,30032,0,1
LatinSquareFC,229,31559,31559,0,1
LatinSquareFC,230,37741,37741,0,1
LatinSquareFC,231,28186,28186,0,1
LatinSquareFC,232,28714,28714,0,1
LatinSquareFC,233,26091,26091,0,1
LatinSquareFC,234,28495,28495,0,1
LatinSquareFC,235,30104,30104,0,1
LatinSquareFC,236,32041,32041,0,1
LatinSquareFC,237,28470,28470,0,1
LatinSquareFC,238,31113,31113,0,1
LatinSquareFC,239,28563,28563,0,1
LatinSquareFC,240,27118,27118,0,1
LatinSquareFC,241,39731,39731,0,1
LatinSquareFC,242,31135,31135,0,1
LatinSquareFC,243,30689,30689,0,1
LatinSquareFC,244,29537,29537,0,1
LatinSquareFC,245,51818,51818,0,1
LatinSquareFC,246,28824,28824,0,1
LatinSquareFC,247,29090,29090,0,1
LatinSquareFC,248,31518,31518,0,1
LatinSquareFC,249,30549,30549,0,1
LatinSquareFC,250,59213,59213,0,1
LatinSquareFC,251,27721,27721,0,1
LatinSquareFC,252,42987,42987,0,1
LatinSquareFC,253,31304,31304,0,1
LatinSquareFC,254,32378,32378,0,1
