name,dim,exec_time_nanos,first_found_time_nanos,solutions,entries
LatinSquareFC,132,116894,116894,0,1
LatinSquareFC,133,88559,88559,0,1
LatinSquareFC,134,16197,16197,0,1
LatinSquareFC,135,18876,18876,0,1
LatinSquareFC,136,17243,17243,0,1
LatinSquareFC,137,15650,15650,0,1
LatinSquareFC,138,17490,17490,0,1
LatinSquareFC,139,20036,20036,0,1
LatinSquareFC,140,19327,19327,0,1
LatinSquareFC,141,15607,15607,0,1
LatinSquareFC,142,17562,17562,0,1
LatinSquareFC,143,16030,16030,0,1
LatinSquareFC,144,18496,18496,0,1
LatinSquareFC,145,19050,19050,0,1
LatinSquareFC,146,18061,18061,0,1
LatinSquareFC,147,19956,19956,0,1
LatinSquareFC,148,18968,18968,0,1
LatinSquareFC,149,19295,19295,0,1
LatinSquareFC,150,19983,19983,0,1
LatinSquareFC,151,19827,19827,0,1
LatinSquareFC,152,19261,19261,0,1
LatinSquareFC,153,19438,19438,0,1
LatinSquareFC,154,16776,16776,0,1
LatinSquareFC,155,19455,19455,0,1
LatinSquareFC,156,17987,17987,0,1
LatinSquareFC,157,19403,19403,0,1
LatinSquareFC,158,19057,19057,0,1
LatinSquareFC,159,19551,19551,0,1
LatinSquareFC,160,21380,21380,0,1
LatinSquareFC,161,18752,18752,0,1
LatinSquareFC,162,21318,21318,0,1
LatinSquareFC,163,19363,19363,0,1
LatinSquareFC,164,21801,21801,0,1
LatinSquareFC,165,20230,20230,0,1
LatinSquareFC,166,20104,20104,0,1
LatinSquareFC,167,19037,19037,0,1
LatinSquareFC,168,21506,21506,0,1
LatinSquareFC,169,21197,21197,0,1
LatinSquareFC,170,21783,21783,0,1
LatinSquareFC,171,21969,21969,0,1
LatinSquareFC,172,22343,22343,0,1
LatinSquareFC,173,21873,21873,0,1
LatinSquareFC,174,26048,26048,0,1
LatinSquareFC,175,21845,21845,0,1
LatinSquareFC,176,23867,23867,0,1
LatinSquareFC,177,21614,21614,0,1
LatinSquareFC,178,25446,25446,0,1
LatinSquareFC,179,23285,23285,0,1
LatinSquareFC,180,22538,22538,0,1
LatinSquareFC,181,34430,34430,0,1
LatinSquareFC,182,26071,26071,0,1
LatinSquareFC,183,20605,20605,0,1
LatinSquareFC,184,21165,21165,0,1
LatinSquareFC,185,24851,24851,0,1
LatinSquareFC,186,24874,24874,0,1
LatinSquareFC,187,23257,23257,0,1
LatinSquareFC,188,24674,24674,0,1
LatinSquareFC,189,24529,24529,0,1
LatinSquareFC,190,23946,23946,0,1
LatinSquareFC,191,223030,223030,0,1
LatinSquareFC,192,23944,23944,0,1
LatinSquareFC,193,31550,31550,0,1
LatinSquareFC,194,25313,25313,0,1
LatinSquareFC,195,23357,23357,0,1
LatinSquareFC,196,26806,26806,0,1
LatinSquareFC,197,25670,25670,0,1
LatinSquareFC,198,25873,25873,0,1
LatinSquareFC,199,27600,27600,0,1
LatinSquareFC,200,28567,28567,0,1
LatinSquareFC,201,27349,27349,0,1
LatinSquareFC,202,27423,27423,0,1
LatinSquareFC,203,31749,31749,0,1
LatinSquareFC,204,25990,25990,0,1
LatinSquareFC,205,24377,24377,0,1
LatinSquareFC,206,24839,24839,0,1
LatinSquareFC,207,24112,24112,0,1
LatinSquareFC,208,26579,26579,0,1
LatinSquareFC,209,24983,24983,0,1
