name,dim,exec_time_nanos,first_found_time_nanos,solutions,entries
LatinSquareFC,89,55300,55300,0,1
LatinSquareFC,90,54828,54828,0,1
LatinSquareFC,91,63577,63577,0,1
LatinSquareFC,92,61087,61087,0,1
LatinSquareFC,93,57766,57766,0,1
LatinSquareFC,94,1004998,1004998,0,1
LatinSquareFC,95,58106,58106,0,1
LatinSquareFC,96,57782,57782,0,1
LatinSquareFC,97,1628838,1628838,0,1
LatinSquareFC,98,4079717,4079717,0,1
LatinSquareFC,99,55340,55340,0,1
LatinSquareFC,100,57860,57860,0,1
LatinSquareFC,101,66509,66509,0,1
LatinSquareFC,102,53533,53533,0,1
LatinSquareFC,103,69608,69608,0,1
LatinSquareFC,104,62030,62030,0,1
LatinSquareFC,105,62839,62839,0,1
